productid,product_brand,product_name,product_category,price_inr,discount_price,percentage,currency,delivery_options,expiration_date,packaging_type,country_origin,image_url,description_1,description_2,customer_review1,customer_reviewer1,customer_review2,customer_reviewer2,customer_review3,customer_reviewer3,customer_review4,customer_reviewer4,available_size1,available_size2,available_size3,available_size4,additional_feature2,additional_feature3,additional_feature1,npk_ratio
1805,EcoFert,Sulphur Granules,Bio-Fertilizer,899,854,5,INR,Free Shipping,25-03-2025,Bottle,India,https://drive.google.com/thumbnail?id=1zvbcR4izHLQCwMTbc0rmRPD4TObK801_&sz=s400,"Sulphur Granules boosts soil health, creating a perfect environment for growth.","Ensure vibrant plant life with Sulphur Granules, offering superior nutrient absorption and growth acceleration.","Good quality fertilizer, improved soil health significantly.",Venkat,"Easy to use, results are visible within weeks.",Sonal,"Good value for money, effective results.",Shiva,"Worked wonders for my plants, great quality.",Aditi,250grms,750grms,1kg,5kg,"Safe for plants, pets, and children with natural, non-toxic ingredients.",Enhances root growth and strengthens plant immunity.,"Give your plants a boost with Sulphur Granules, enhancing overall plant vitality.",20:06:06
1806,SoilSaver,Compost Plus,Bio-Fertilizer,932,835,11,INR,Free Shipping,15-02-2027,Canister,India,https://drive.google.com/thumbnail?id=1PnCtGRI3gKgWzjAwKPetB4oNl1rwpBUm&sz=s400,"Maximize your garden's potential with Compost Plus, specially formulated for robust development.","Ensure vibrant plant life with Compost Plus, offering superior nutrient absorption and growth acceleration.","Improved soil texture, and plants are greener.",Ramesh,"Perfect for organic gardening, very effective.",Kiran,Boosted plant growth significantly.,Meghana,My flowers are thriving thanks to this compost!,Deepak,250grms,750grms,2kgs,5kg,Supports sustainable farming with organic matter.,"Ideal for all plant types, including flowers, vegetables, and lawns.","With Compost Plus, enjoy healthier plants with faster root development.",20:09:03
1807,SoilSaver,Compost Plus,Chemical Fertilizer,630,545,14,INR,Free Shipping,10-05-2025,Canister,India,https://drive.google.com/thumbnail?id=1TUpsE03M9b1niD430vUbuU4Y1NWyNGPQ&sz=s400,"Maximize your garden's potential with Compost Plus, specially formulated for robust development.","Ensure vibrant plant life with Compost Plus, offering superior nutrient absorption and growth acceleration.","Perfect for organic gardening, very effective.",Deepak,Boosted plant growth significantly.,Vikram,My flowers are thriving thanks to this compost!,Pooja,"Excellent product, highly recommended!",Divya,250grms,750grms,2kgs,5kg,Enhances soil aeration and nutrient content.,"Rapidly provides essential nutrients, ensuring immediate nourishment for plants.","Give your plants a boost with Compost Plus, enhancing overall plant vitality.",18:08:05
1808,CropMax,Organic Manure,Chemical Fertilizer,911,868,5,INR,Same Day Delivery,04-11-2026,Bag,India,https://drive.google.com/thumbnail?id=1enud6z25Xhb419aEeSNQq8iEuhX1gmaj&sz=s400,Give your plants the nourishment they deserve with Organic Manure.,"Ensure vibrant plant life with Organic Manure, offering superior nutrient absorption and growth acceleration.","Highly effective for my garden, plants are thriving!",Pooja,"Easy to use, results are visible within weeks.",Priya,"Good quality fertilizer, improved soil health significantly.",Ananya,"Better than expected, highly effective.",Aditi,250grms,750grms,2kgs,5kg,Enriched with essential nutrients for faster growth.,"Ideal for all plant types, including flowers, vegetables, and lawns.","Give your plants a boost with Organic Manure, enhancing overall plant vitality.",15:06:04
1809,CropMax,Super Phosphate,Bio-Fertilizer,670,634,6,INR,Free Shipping,21-12-2025,Bag,India,https://drive.google.com/thumbnail?id=1Rf0f7dVNXt5S2cB2zNXqrenvfquUEomu&sz=s400,"Maximize your garden's potential with Super Phosphate, specially formulated for robust development.","Ensure vibrant plant life with Super Phosphate, offering superior nutrient absorption and growth acceleration.","Easy to use, results are visible within weeks.",Kiran,"Good quality fertilizer, improved soil health significantly.",Deepak,"Highly effective for my garden, plants are thriving!",Pooja,"Good value for money, effective results.",Jagadeesh,250grms,750grms,2kgs,5kg,Improves soil aeration and water retention.,Enriched with essential nutrients for faster growth.,"Give your plants a boost with Super Phosphate, enhancing overall plant vitality.",22:07:06
1810,AgriBoost,Nitrogen Booster,Bio-Fertilizer,315,251,23,INR,Same Day Delivery,22-09-2027,Bag,India,https://drive.google.com/thumbnail?id=1B29yUjPDHu6Eqbjb4Wx11eq90x3R2jAd&sz=s400,Give your plants the nourishment they deserve with Nitrogen Booster.,"Ensure vibrant plant life with Nitrogen Booster, offering superior nutrient absorption and growth acceleration.","Easy to use, results are visible within weeks.",Priya,"Highly effective for my garden, plants are thriving!",Deepak,"Impressive results, easy to apply.",Anil,"Better than expected, highly effective.",Shiva,250grms,750grms,2kgs,5kg,Enriched with essential nutrients for faster growth.,"Enhances soil structure, improving root growth and overall plant health.","Formulated for Nitrogen Booster, enhancing your soil's fertility and plant resilience.",22:10:04
1811,SoilSaver,Bio Phosphate,Organic Fertilizer,352,253,33,INR,Standard Delivery,19-09-2025,Bottle,India,https://drive.google.com/thumbnail?id=1P8oHDqqoYtcvEVU15wegqIDMP8_SNMqz&sz=s400,Give your plants the nourishment they deserve with Bio Phosphate.,"Ensure vibrant plant life with Bio Phosphate, offering superior nutrient absorption and growth acceleration.","Highly effective for my garden, plants are thriving!",Harini,"Easy to use, results are visible within weeks.",Neha,Plants look greener and healthier now.,Anil,"Impressive results, easy to apply.",Shiva,250grms,750grms,2kgs,5kg,Enhances root growth and strengthens plant immunity.,Enriched with essential nutrients for faster growth.,"Formulated for Bio Phosphate, enhancing your soil's fertility and plant resilience.",15:08:04
1812,CropMax,Humic Acid Fertilizer,Chemical Fertilizer,635,557,13,INR,Standard Delivery,16-11-2026,Canister,India,https://drive.google.com/thumbnail?id=1EpHDHaiZqhZnYfuMBH2JQVWPPkd_bpeA&sz=s400,"Get exceptional growth with Humic Acid Fertilizer, your plants' best ally.","Ensure vibrant plant life with Humic Acid Fertilizer, offering superior nutrient absorption and growth acceleration.","Easy to use, results are visible within weeks.",Sonal,"Highly effective for my garden, plants are thriving!",Ramesh,"Worked wonders for my plants, great quality.",Shiva,"Worked wonders for my plants, great quality.",Rohan,250grms,500g,1kg,5kg,"Made with eco-friendly, renewable ingredients for environmentally conscious gardening.",Enriched with essential nutrients for faster growth.,"Give your plants a boost with Humic Acid Fertilizer, enhancing overall plant vitality.",18:10:04
1813,GreenGrow,Seaweed Extract Fertilizer,Bio-Fertilizer,491,410,18,INR,Same Day Delivery,28-07-2027,Canister,India,https://drive.google.com/thumbnail?id=1gu_itB3jT6NwnwwmC_PNQoiLtW1r8mF7&sz=s400,"Get exceptional growth with Seaweed Extract Fertilizer, your plants' best ally.","Ensure vibrant plant life with Seaweed Extract Fertilizer, offering superior nutrient absorption and growth acceleration.","Easy to use, results are visible within weeks.",Suresh,"Highly effective for my garden, plants are thriving!",Sonal,My crops have never been healthier!,Neha,Noticeable improvement in soil fertility.,Meera,250grms,750grms,2kgs,5kg,Enhances root growth and strengthens plant immunity.,Enriched with essential nutrients for faster growth.,"Give your plants a boost with Seaweed Extract Fertilizer, enhancing overall plant vitality.",15:07:04
1814,AgriBoost,Micronutrient Mix,Organic Fertilizer,542,490,10,INR,Standard Delivery,03-08-2025,Canister,India,https://drive.google.com/thumbnail?id=1D7q36W5YtElHyrpBvVdR8BmmdJTwX1r-&sz=s400,"Get exceptional growth with Micronutrient Mix, your plants' best ally.","Ensure vibrant plant life with Micronutrient Mix, offering superior nutrient absorption and growth acceleration.","Easy to use, results are visible within weeks.",Pooja,"Good quality fertilizer, improved soil health significantly.",Harini,"Highly effective for my garden, plants are thriving!",Amit,"Would buy again, very satisfied.",Divya,250grms,750grms,1kg,5kg,Enriched with essential nutrients for faster growth.,"Made with eco-friendly, renewable ingredients for environmentally conscious gardening.","With Micronutrient Mix, enjoy healthier plants with faster root development.",20:08:04
1815,AgriBoost,Bio Phosphate,Organic Fertilizer,683,598,13,INR,Standard Delivery,24-03-2025,Bag,India,https://drive.google.com/thumbnail?id=1BCMc0QcfcP9TW9-_Q6rv8BeCX4tycp1S&sz=s400,Give your plants the nourishment they deserve with Bio Phosphate.,"Ensure vibrant plant life with Bio Phosphate, offering superior nutrient absorption and growth acceleration.","Highly effective for my garden, plants are thriving!",Pooja,My crops have never been healthier!,Jagadeesh,"Worked wonders for my plants, great quality.",Vikram,"Good quality fertilizer, improved soil health significantly.",Harini,250grms,750grms,2kgs,5kg,"Rapidly provides essential nutrients, ensuring immediate nourishment for plants.",Enriched with essential nutrients for faster growth.,"With Bio Phosphate, enjoy healthier plants with faster root development.",16:10:06
1816,GreenGrow,DAP (Di-Ammonium Phosphate),Organic Fertilizer,449,429,5,INR,Standard Delivery,29-05-2025,Bag,India,https://drive.google.com/thumbnail?id=1g45yY-_4M2E9xiPNMLJh-eLGmI7UM_t-&sz=s400,"Maximize your garden's potential with DAP (Di-Ammonium Phosphate), specially formulated for robust development.","Ensure vibrant plant life with DAP (Di-Ammonium Phosphate), offering superior nutrient absorption and growth acceleration.","Good quality fertilizer, improved soil health significantly.",Neha,"Would buy again, very satisfied.",Divya,My crops have never been healthier!,Thanuja,"Excellent product, highly recommended!",Anil,250grms,750grms,2kgs,5kg,Enhances root growth and strengthens plant immunity.,"Ideal for all plant types, including flowers, vegetables, and lawns.","Give your plants a boost with DAP (Di-Ammonium Phosphate), enhancing overall plant vitality.",18:09:03
1817,GreenGrow,Seaweed Extract Fertilizer,Organic Fertilizer,536,505,6,INR,Standard Delivery,15-01-2025,Bag,India,https://drive.google.com/thumbnail?id=1VGkIwyCPNNpTGGQd3Gr9L37G9-nUGAgc&sz=s400,"Seaweed Extract Fertilizer boosts soil health, creating a perfect environment for growth.","Ensure vibrant plant life with Seaweed Extract Fertilizer, offering superior nutrient absorption and growth acceleration.","Highly effective for my garden, plants are thriving!",Ramesh,"Good quality fertilizer, improved soil health significantly.",Manish,Boosted plant growth significantly.,Neha,"Good value for money, effective results.",Meghana,250grms,750grms,2kgs,5kg,"Maintains effectiveness for longer periods, ensuring durability in storage.","Ideal for all plant types, including flowers, vegetables, and lawns.","Seaweed Extract Fertilizer guarantees optimal nutrient release, keeping plants healthy for weeks.",16:08:03
1818,AgriBoost,Organic Manure,Organic Fertilizer,608,515,17,INR,Free Shipping,31-03-2026,Bag,India,https://drive.google.com/thumbnail?id=1S_dgTeKzluemP7fXeEw8atGd7V-YwLm0&sz=s400,Give your plants the nourishment they deserve with Organic Manure.,"Ensure vibrant plant life with Organic Manure, offering superior nutrient absorption and growth acceleration.","Good quality fertilizer, improved soil health significantly.",Lakshmi,"Easy to use, results are visible within weeks.",Rahul,"Highly effective for my garden, plants are thriving!",Ramesh,"Impressive results, easy to apply.",Anjali,250grms,750grms,2kgs,5kg,Improves soil aeration and water retention.,"Made with eco-friendly, renewable ingredients for environmentally conscious gardening.","Give your plants a boost with Organic Manure, enhancing overall plant vitality.",22:07:04
1819,CropMax,Humic Acid Fertilizer,Organic Fertilizer,441,381,15,INR,Standard Delivery,05-08-2025,Bottle,India,https://drive.google.com/thumbnail?id=1nI-2vYRl4OdRh6WH2Sqf4VSR6ibae80i&sz=s400,"Maximize your garden's potential with Humic Acid Fertilizer, specially formulated for robust development.","Ensure vibrant plant life with Humic Acid Fertilizer, offering superior nutrient absorption and growth acceleration.","Good quality fertilizer, improved soil health significantly.",Rahul,"Worked wonders for my plants, great quality.",Aditi,"Highly effective for my garden, plants are thriving!",Deepak,"Excellent product, highly recommended!",Anjali,250grms,750grms,2kgs,5kg,Enhances root growth and strengthens plant immunity.,Improves soil aeration and water retention.,"Humic Acid Fertilizer guarantees optimal nutrient release, keeping plants healthy for weeks.",18:07:06
1820,GreenGrow,Super Phosphate,Chemical Fertilizer,440,419,5,INR,Same Day Delivery,08-08-2026,Bottle,India,https://drive.google.com/thumbnail?id=1K7oU0F9vpf21WQj3iWYMzHGakeCtdQea&sz=s400,"Super Phosphate boosts soil health, creating a perfect environment for growth.","Ensure vibrant plant life with Super Phosphate, offering superior nutrient absorption and growth acceleration.","Highly effective for my garden, plants are thriving!",Sanjeev,"Excellent product, highly recommended!",Aditi,"Easy to use, results are visible within weeks.",Pooja,"Good quality fertilizer, improved soil health significantly.",Neha,250grms,750grms,2kgs,5kg,Enriched with essential nutrients for faster growth.,Improves soil aeration and water retention.,"Formulated for Super Phosphate, enhancing your soil's fertility and plant resilience.",18:07:04
1821,GreenGrow,Calcium Nitrate,Bio-Fertilizer,420,381,10,INR,Free Shipping,31-10-2025,Canister,India,https://drive.google.com/thumbnail?id=1pTtP8whp5h7o3hGhzRMdjyj043Aam18O&sz=s400,"Get exceptional growth with Calcium Nitrate, your plants' best ally.","Ensure vibrant plant life with Calcium Nitrate, offering superior nutrient absorption and growth acceleration.","Easy to use, results are visible within weeks.",Manish,"Good quality fertilizer, improved soil health significantly.",Ramesh,"Worked wonders for my plants, great quality.",Aditi,"Better than expected, highly effective.",Divya,250grms,750grms,2kgs,5kg,"Enhances soil structure, improving root growth and overall plant health.","Improves soil moisture retention, reducing the need for frequent watering.","Give your plants a boost with Calcium Nitrate, enhancing overall plant vitality.",16:10:04
